i,o
TARGET STORE 1234 $168.03 05/16,"('Target', 'Retail')"
TARGET STORE 1234 $324.73 12/22,"('Target', 'Retail')"
TARGET STORE 1234 $387.17 12/22,"('Target', 'Retail')"
TARGET STORE 1234 $371.67 06/21,"('Target', 'Retail')"
TARGET STORE 1234 $90.16 12/19,"('Target', 'Retail')"
LYFT RIDE $376.83 12/21,"('Lyft', 'Transportation')"
LYFT RIDE $233.47 03/13,"('Lyft', 'Transportation')"
LYFT RIDE $230.52 03/13,"('Lyft', 'Transportation')"
LYFT RIDE $487.63 01/18,"('Lyft', 'Transportation')"
LYFT RIDE $48.4 04/22,"('Lyft', 'Transportation')"
LYFT RIDE $483.17 04/03,"('Lyft', 'Transportation')"
LYFT RIDE $92.32 02/19,"('Lyft', 'Transportation')"
LYFT RIDE $459.87 10/09,"('Lyft', 'Transportation')"
LYFT RIDE $178.93 07/12,"('Lyft', 'Transportation')"
LYFT RIDE $413.51 01/06,"('Lyft', 'Transportation')"
LYFT RIDE $116.51 08/13,"('Lyft', 'Transportation')"
LYFT RIDE $198.06 08/24,"('Lyft', 'Transportation')"
LYFT RIDE $137.59 01/07,"('Lyft', 'Transportation')"
LYFT RIDE $278.74 09/20,"('Lyft', 'Transportation')"
LYFT RIDE $361.16 10/26,"('Lyft', 'Transportation')"
LYFT RIDE $64.38 11/14,"('Lyft', 'Transportation')"
LYFT RIDE $183.49 11/12,"('Lyft', 'Transportation')"
LYFT RIDE $444.21 01/14,"('Lyft', 'Transportation')"
LYFT RIDE $13.37 02/15,"('Lyft', 'Transportation')"
LYFT RIDE $469.98 05/17,"('Lyft', 'Transportation')"
LYFT FARE $358.2 10/31,"('Lyft', 'Transportation')"
LYFT FARE $376.13 03/25,"('Lyft', 'Transportation')"
LYFT FARE $414.76 12/02,"('Lyft', 'Transportation')"
LYFT FARE $376.08 11/16,"('Lyft', 'Transportation')"
LYFT FARE $95.56 06/30,"('Lyft', 'Transportation')"
LYFT FARE $248.79 11/20,"('Lyft', 'Transportation')"
LYFT FARE $263.26 09/01,"('Lyft', 'Transportation')"
LYFT FARE $475.65 09/15,"('Lyft', 'Transportation')"
LYFT FARE $453.8 07/31,"('Lyft', 'Transportation')"
LYFT FARE $38.92 10/31,"('Lyft', 'Transportation')"
LYFT FARE $174.84 03/30,"('Lyft', 'Transportation')"
LYFT FARE $495.69 12/28,"('Lyft', 'Transportation')"
LYFT FARE $265.06 11/13,"('Lyft', 'Transportation')"
LYFT FARE $415.24 10/16,"('Lyft', 'Transportation')"
LYFT FARE $201.06 08/13,"('Lyft', 'Transportation')"
LYFT FARE $244.32 04/05,"('Lyft', 'Transportation')"
LYFT FARE $85.99 06/19,"('Lyft', 'Transportation')"
LYFT FARE $97.71 05/25,"('Lyft', 'Transportation')"
LYFT FARE $121.62 12/22,"('Lyft', 'Transportation')"
LYFT FARE $24.91 10/20,"('Lyft', 'Transportation')"
ADOBE *SUBSCRIPTION $39.92 06/17,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $151.84 06/17,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $479.79 03/30,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $322.19 09/01,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $226.47 07/31,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $158.52 05/21,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $474.44 08/04,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $350.15 03/14,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $376.04 01/15,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $299.58 09/27,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $46.72 12/23,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $277.55 11/26,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $347.36 10/21,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $300.54 07/08,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $430.47 01/27,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $47.22 09/25,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $219.36 10/17,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $114.61 11/03,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $157.73 11/06,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $35.33 05/15,"('Adobe', 'Subscription')"
ADOBE CREATIVE $15.34 11/24,"('Adobe', 'Subscription')"
ADOBE CREATIVE $336.81 11/01,"('Adobe', 'Subscription')"
ADOBE CREATIVE $268.63 02/23,"('Adobe', 'Subscription')"
ADOBE CREATIVE $438.15 07/05,"('Adobe', 'Subscription')"
ADOBE CREATIVE $315.29 08/16,"('Adobe', 'Subscription')"
ADOBE CREATIVE $129.0 08/30,"('Adobe', 'Subscription')"
ADOBE CREATIVE $315.7 09/19,"('Adobe', 'Subscription')"
ADOBE CREATIVE $44.02 11/17,"('Adobe', 'Subscription')"
ADOBE CREATIVE $200.35 05/04,"('Adobe', 'Subscription')"
ADOBE CREATIVE $18.96 07/28,"('Adobe', 'Subscription')"
ADOBE CREATIVE $410.93 08/14,"('Adobe', 'Subscription')"
ADOBE CREATIVE $8.53 06/27,"('Adobe', 'Subscription')"
ADOBE CREATIVE $150.42 01/16,"('Adobe', 'Subscription')"
ADOBE CREATIVE $356.85 03/17,"('Adobe', 'Subscription')"
ADOBE CREATIVE $327.42 01/13,"('Adobe', 'Subscription')"
ADOBE CREATIVE $480.8 06/09,"('Adobe', 'Subscription')"
ADOBE CREATIVE $354.62 05/13,"('Adobe', 'Subscription')"
ADOBE CREATIVE $411.1 05/17,"('Adobe', 'Subscription')"
ADOBE CREATIVE $36.9 07/31,"('Adobe', 'Subscription')"
ADOBE CREATIVE $23.29 10/03,"('Adobe', 'Subscription')"
FACEBOOK ADS $112.33 04/27,"('Facebook', 'Advertising')"
FACEBOOK ADS $41.74 11/17,"('Facebook', 'Advertising')"
FACEBOOK ADS $353.75 01/04,"('Facebook', 'Advertising')"
FACEBOOK ADS $25.23 07/19,"('Facebook', 'Advertising')"
FACEBOOK ADS $487.68 06/14,"('Facebook', 'Advertising')"
FACEBOOK ADS $438.52 12/02,"('Facebook', 'Advertising')"
FACEBOOK ADS $444.98 02/11,"('Facebook', 'Advertising')"
FACEBOOK ADS $137.77 08/11,"('Facebook', 'Advertising')"
FACEBOOK ADS $411.19 11/02,"('Facebook', 'Advertising')"
FACEBOOK ADS $266.0 05/12,"('Facebook', 'Advertising')"
FACEBOOK ADS $67.78 10/04,"('Facebook', 'Advertising')"
FACEBOOK ADS $35.18 12/30,"('Facebook', 'Advertising')"
FACEBOOK ADS $239.19 12/14,"('Facebook', 'Advertising')"
FACEBOOK ADS $61.69 01/12,"('Facebook', 'Advertising')"
FACEBOOK ADS $372.42 12/25,"('Facebook', 'Advertising')"
FACEBOOK ADS $198.61 08/24,"('Facebook', 'Advertising')"
FACEBOOK ADS $355.25 06/26,"('Facebook', 'Advertising')"
FACEBOOK ADS $248.78 10/08,"('Facebook', 'Advertising')"
FACEBOOK ADS $490.91 12/18,"('Facebook', 'Advertising')"
FACEBOOK ADS $88.4 12/07,"('Facebook', 'Advertising')"
FACEBOOK PAY $385.52 06/27,"('Facebook', 'Payment')"
FACEBOOK PAY $29.77 01/08,"('Facebook', 'Payment')"
FACEBOOK PAY $20.69 05/18,"('Facebook', 'Payment')"
FACEBOOK PAY $292.22 02/05,"('Facebook', 'Payment')"
FACEBOOK PAY $215.48 07/13,"('Facebook', 'Payment')"
FACEBOOK PAY $342.71 03/11,"('Facebook', 'Payment')"
FACEBOOK PAY $184.52 03/17,"('Facebook', 'Payment')"
FACEBOOK PAY $393.77 04/23,"('Facebook', 'Payment')"
FACEBOOK PAY $494.67 08/25,"('Facebook', 'Payment')"
FACEBOOK PAY $339.53 02/13,"('Facebook', 'Payment')"
FACEBOOK PAY $272.82 01/18,"('Facebook', 'Payment')"
FACEBOOK PAY $365.34 11/19,"('Facebook', 'Payment')"
FACEBOOK PAY $187.11 01/15,"('Facebook', 'Payment')"
FACEBOOK PAY $398.71 08/04,"('Facebook', 'Payment')"
FACEBOOK PAY $272.27 10/29,"('Facebook', 'Payment')"
FACEBOOK PAY $394.06 02/23,"('Facebook', 'Payment')"
FACEBOOK PAY $207.99 01/29,"('Facebook', 'Payment')"
FACEBOOK PAY $116.48 04/15,"('Facebook', 'Payment')"
FACEBOOK PAY $210.27 01/19,"('Facebook', 'Payment')"
FACEBOOK PAY $256.66 12/17,"('Facebook', 'Payment')"
MSFT *BILLING $333.19 06/11,"('Microsoft', 'Subscription')"
MSFT *BILLING $345.91 09/01,"('Microsoft', 'Subscription')"
MSFT *BILLING $180.28 03/09,"('Microsoft', 'Subscription')"
MSFT *BILLING $206.31 07/07,"('Microsoft', 'Subscription')"
MSFT *BILLING $424.61 01/17,"('Microsoft', 'Subscription')"
MSFT *BILLING $492.71 10/30,"('Microsoft', 'Subscription')"
MSFT *BILLING $197.37 11/08,"('Microsoft', 'Subscription')"
MSFT *BILLING $66.71 05/31,"('Microsoft', 'Subscription')"
MSFT *BILLING $444.55 08/07,"('Microsoft', 'Subscription')"
MSFT *BILLING $175.74 08/13,"('Microsoft', 'Subscription')"
MSFT *BILLING $178.91 01/27,"('Microsoft', 'Subscription')"
MSFT *BILLING $134.9 12/18,"('Microsoft', 'Subscription')"
MSFT *BILLING $408.81 01/12,"('Microsoft', 'Subscription')"
MSFT *BILLING $494.68 02/02,"('Microsoft', 'Subscription')"
MSFT *BILLING $482.64 07/01,"('Microsoft', 'Subscription')"
MSFT *BILLING $165.42 11/27,"('Microsoft', 'Subscription')"
MSFT *BILLING $348.32 10/21,"('Microsoft', 'Subscription')"
MSFT *BILLING $220.3 11/19,"('Microsoft', 'Subscription')"
MSFT *BILLING $58.1 05/20,"('Microsoft', 'Subscription')"
MSFT *BILLING $68.93 06/20,"('Microsoft', 'Subscription')"
MICROSOFT 365 $438.76 08/10,"('Microsoft', 'Subscription')"
MICROSOFT 365 $139.89 05/13,"('Microsoft', 'Subscription')"
MICROSOFT 365 $89.32 12/06,"('Microsoft', 'Subscription')"
MICROSOFT 365 $184.84 12/17,"('Microsoft', 'Subscription')"
MICROSOFT 365 $139.26 08/22,"('Microsoft', 'Subscription')"
MICROSOFT 365 $382.05 02/28,"('Microsoft', 'Subscription')"
MICROSOFT 365 $27.85 06/17,"('Microsoft', 'Subscription')"
MICROSOFT 365 $174.48 08/09,"('Microsoft', 'Subscription')"
MICROSOFT 365 $332.7 09/02,"('Microsoft', 'Subscription')"
MICROSOFT 365 $148.58 11/22,"('Microsoft', 'Subscription')"
MICROSOFT 365 $292.78 04/09,"('Microsoft', 'Subscription')"
MICROSOFT 365 $476.65 10/11,"('Microsoft', 'Subscription')"
MICROSOFT 365 $87.21 11/25,"('Microsoft', 'Subscription')"
MICROSOFT 365 $290.83 10/17,"('Microsoft', 'Subscription')"
MICROSOFT 365 $330.97 11/24,"('Microsoft', 'Subscription')"
MICROSOFT 365 $345.91 12/14,"('Microsoft', 'Subscription')"
MICROSOFT 365 $150.64 08/06,"('Microsoft', 'Subscription')"
MICROSOFT 365 $407.2 05/03,"('Microsoft', 'Subscription')"
MICROSOFT 365 $353.54 07/29,"('Microsoft', 'Subscription')"
MICROSOFT 365 $489.1 08/24,"('Microsoft', 'Subscription')"
HULU.COM $351.9 11/12,"('Hulu', 'Subscription')"
HULU.COM $118.36 05/05,"('Hulu', 'Subscription')"
HULU.COM $163.76 02/12,"('Hulu', 'Subscription')"
HULU.COM $486.55 11/27,"('Hulu', 'Subscription')"
HULU.COM $304.79 03/02,"('Hulu', 'Subscription')"
HULU.COM $449.77 06/12,"('Hulu', 'Subscription')"
HULU.COM $461.11 06/04,"('Hulu', 'Subscription')"
HULU.COM $180.13 08/07,"('Hulu', 'Subscription')"
HULU.COM $31.12 12/28,"('Hulu', 'Subscription')"
HULU.COM $154.38 09/02,"('Hulu', 'Subscription')"
HULU.COM $46.28 08/02,"('Hulu', 'Subscription')"
HULU.COM $346.62 02/12,"('Hulu', 'Subscription')"
HULU.COM $456.82 03/28,"('Hulu', 'Subscription')"
HULU.COM $91.0 07/14,"('Hulu', 'Subscription')"
HULU.COM $144.5 03/14,"('Hulu', 'Subscription')"
HULU.COM $312.8 04/20,"('Hulu', 'Subscription')"
HULU.COM $311.32 06/23,"('Hulu', 'Subscription')"
HULU.COM $190.01 07/08,"('Hulu', 'Subscription')"
HULU.COM $382.77 08/08,"('Hulu', 'Subscription')"
HULU.COM $296.35 10/12,"('Hulu', 'Subscription')"
HULU STREAMING $236.12 06/14,"('Hulu', 'Subscription')"
HULU STREAMING $259.63 01/11,"('Hulu', 'Subscription')"
HULU STREAMING $20.29 04/26,"('Hulu', 'Subscription')"
HULU STREAMING $191.72 03/22,"('Hulu', 'Subscription')"
HULU STREAMING $221.02 04/02,"('Hulu', 'Subscription')"
HULU STREAMING $78.59 10/05,"('Hulu', 'Subscription')"
HULU STREAMING $115.05 03/06,"('Hulu', 'Subscription')"
HULU STREAMING $409.3 11/01,"('Hulu', 'Subscription')"
HULU STREAMING $408.01 05/16,"('Hulu', 'Subscription')"
HULU STREAMING $124.36 06/12,"('Hulu', 'Subscription')"
HULU STREAMING $215.92 07/12,"('Hulu', 'Subscription')"
HULU STREAMING $428.62 04/30,"('Hulu', 'Subscription')"
HULU STREAMING $306.13 02/21,"('Hulu', 'Subscription')"
HULU STREAMING $269.93 03/22,"('Hulu', 'Subscription')"
HULU STREAMING $16.5 03/20,"('Hulu', 'Subscription')"
HULU STREAMING $252.32 01/14,"('Hulu', 'Subscription')"
HULU STREAMING $453.64 01/28,"('Hulu', 'Subscription')"
HULU STREAMING $33.99 10/18,"('Hulu', 'Subscription')"
HULU STREAMING $294.65 04/15,"('Hulu', 'Subscription')"
HULU STREAMING $203.98 05/19,"('Hulu', 'Subscription')"
DISNEYPLUS $264.11 08/31,"('Disney+', 'Subscription')"
DISNEYPLUS $171.55 08/28,"('Disney+', 'Subscription')"
DISNEYPLUS $316.64 08/16,"('Disney+', 'Subscription')"
DISNEYPLUS $462.51 04/03,"('Disney+', 'Subscription')"
DISNEYPLUS $163.91 10/13,"('Disney+', 'Subscription')"
DISNEYPLUS $444.32 02/08,"('Disney+', 'Subscription')"
DISNEYPLUS $198.36 09/29,"('Disney+', 'Subscription')"
DISNEYPLUS $74.45 01/12,"('Disney+', 'Subscription')"
DISNEYPLUS $464.55 08/23,"('Disney+', 'Subscription')"
DISNEYPLUS $478.98 01/22,"('Disney+', 'Subscription')"
DISNEYPLUS $137.24 04/21,"('Disney+', 'Subscription')"
DISNEYPLUS $246.6 07/27,"('Disney+', 'Subscription')"
DISNEYPLUS $93.29 11/08,"('Disney+', 'Subscription')"
DISNEYPLUS $251.09 10/09,"('Disney+', 'Subscription')"
DISNEYPLUS $365.55 02/04,"('Disney+', 'Subscription')"
DISNEYPLUS $378.03 03/21,"('Disney+', 'Subscription')"
DISNEYPLUS $428.36 02/28,"('Disney+', 'Subscription')"
DISNEYPLUS $244.18 02/15,"('Disney+', 'Subscription')"
DISNEYPLUS $357.66 10/23,"('Disney+', 'Subscription')"
DISNEYPLUS $219.72 06/13,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $259.04 07/18,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $134.8 11/30,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $436.13 12/22,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $485.58 02/04,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $351.55 01/26,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $182.66 07/13,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $482.77 04/26,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $425.71 05/09,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $191.28 09/01,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $196.57 01/31,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $393.23 12/31,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $51.37 12/02,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $209.3 01/29,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $251.32 05/08,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $115.89 12/07,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $150.39 06/27,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $388.06 01/29,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $289.67 01/18,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $389.74 03/04,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $368.88 02/20,"('Disney+', 'Subscription')"
AIRBNB *RESERVATION $80.03 08/15,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $184.26 08/14,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $155.46 08/23,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $310.2 06/25,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $390.75 02/27,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $485.87 03/11,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $262.69 08/11,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $156.58 11/30,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $458.96 11/28,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $401.73 04/10,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $12.76 05/26,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $35.09 12/28,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $46.29 06/25,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $225.88 08/18,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $395.92 03/15,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $444.45 08/10,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $219.03 10/24,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $151.74 01/19,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $206.73 07/18,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $167.89 11/04,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $121.99 12/29,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $42.91 07/29,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $11.96 04/17,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $328.35 09/06,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $160.65 03/03,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $299.3 03/22,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $327.93 02/09,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $185.13 01/03,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $176.78 09/08,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $452.37 10/07,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $331.68 05/29,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $346.23 01/16,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $294.12 04/29,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $428.65 03/31,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $134.65 06/04,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $409.71 06/13,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $380.4 02/12,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $417.37 08/08,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $381.76 09/29,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $167.07 04/30,"('Airbnb', 'Travel & Leisure')"
DOORDASH 5678 $481.77 09/25,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $212.47 11/22,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $496.59 07/30,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $468.83 09/26,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $387.07 01/06,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $462.54 04/22,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $69.88 04/25,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $55.04 08/04,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $388.19 01/03,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $225.55 11/28,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $279.7 03/07,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $161.68 12/20,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $263.33 12/30,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $323.37 08/20,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $317.17 02/10,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $23.3 05/10,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $439.23 10/25,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $310.69 06/27,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $488.73 03/12,"('DoorDash', 'Food Delivery')"
DOORDASH 5678 $40.28 02/02,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $393.36 07/12,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $204.94 09/16,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $279.32 01/27,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $438.18 08/28,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $285.32 01/21,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $59.87 08/05,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $14.88 04/25,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $285.89 10/23,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $238.51 11/06,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $238.03 03/03,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $254.31 11/17,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $324.92 04/21,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $499.92 01/21,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $277.86 10/23,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $216.43 08/10,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $239.45 01/03,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $49.29 10/12,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $13.38 04/05,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $294.94 08/31,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $7.4 10/30,"('DoorDash', 'Food Delivery')"
BESTBUY 5678 $361.35 03/17,"('Best Buy', 'Retail')"
BESTBUY 5678 $458.85 11/10,"('Best Buy', 'Retail')"
BESTBUY 5678 $332.06 10/08,"('Best Buy', 'Retail')"
BESTBUY 5678 $372.23 07/08,"('Best Buy', 'Retail')"
BESTBUY 5678 $370.25 03/26,"('Best Buy', 'Retail')"
BESTBUY 5678 $449.78 04/26,"('Best Buy', 'Retail')"
BESTBUY 5678 $257.12 03/04,"('Best Buy', 'Retail')"
BESTBUY 5678 $200.15 11/08,"('Best Buy', 'Retail')"
BESTBUY 5678 $170.27 08/31,"('Best Buy', 'Retail')"
BESTBUY 5678 $7.38 09/14,"('Best Buy', 'Retail')"
BESTBUY 5678 $200.84 02/27,"('Best Buy', 'Retail')"
BESTBUY 5678 $363.29 12/28,"('Best Buy', 'Retail')"
BESTBUY 5678 $45.86 09/09,"('Best Buy', 'Retail')"
BESTBUY 5678 $60.81 08/25,"('Best Buy', 'Retail')"
BESTBUY 5678 $227.92 02/12,"('Best Buy', 'Retail')"
BESTBUY 5678 $269.09 04/12,"('Best Buy', 'Retail')"
BESTBUY 5678 $286.94 11/24,"('Best Buy', 'Retail')"
BESTBUY 5678 $241.56 10/05,"('Best Buy', 'Retail')"
BESTBUY 5678 $276.84 08/27,"('Best Buy', 'Retail')"
BESTBUY 5678 $273.34 06/18,"('Best Buy', 'Retail')"
BESTBUY ELECTRONICS $413.6 03/23,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $217.12 03/07,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $218.81 11/01,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $28.48 11/12,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $312.05 05/02,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $79.05 02/15,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $378.36 05/22,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $100.13 04/23,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $423.14 08/12,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $58.36 08/05,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $185.14 01/26,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $101.32 05/26,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $30.17 11/21,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $264.47 04/25,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $60.75 10/27,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $107.74 09/13,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $403.19 03/16,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $467.97 03/25,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $365.42 11/19,"('Best Buy', 'Electronics')"
BESTBUY ELECTRONICS $192.63 05/06,"('Best Buy', 'Electronics')"
CVS 5678 $120.26 01/23,"('CVS Pharmacy', 'Pharmacy')"
CVS 5678 $406.38 06/22,"('CVS Pharmacy', 'Pharmacy')"
CVS 5678 $21.67 07/05,"('CVS Pharmacy', 'Pharmacy')"
CVS 5678 $135.13 04/06,"('CVS Pharmacy', 'Pharmacy')"
CVS 5678 $323.75 04/11,"('CVS Pharmacy', 'Pharmacy')"
CVS 5678 $374.84 06/30,"('CVS Pharmacy', 'Pharmacy')"
CVS 5678 $88.74 07/02,"('CVS Pharmacy', 'Pharmacy')"
CVS 5678 $391.02 07/26,"('CVS Pharmacy', 'Pharmacy')"
CVS 5678 $135.59 01/25,"('CVS Pharmacy', 'Pharmacy')"
CVS 5678 $241.98 06/25,"('CVS Pharmacy', 'Pharmacy')"
CVS 5678 $160.88 05/20,"('CVS Pharmacy', 'Pharmacy')"
CVS 5678 $319.38 11/23,"('CVS Pharmacy', 'Pharmacy')"
CVS 5678 $242.69 08/17,"('CVS Pharmacy', 'Pharmacy')"
CVS 5678 $134.87 04/03,"('CVS Pharmacy', 'Pharmacy')"
CVS 5678 $372.43 12/25,"('CVS Pharmacy', 'Pharmacy')"
CVS 5678 $362.32 07/01,"('CVS Pharmacy', 'Pharmacy')"
